input_text,target_text,task,split
"¡JARRÓN YO ROMPER, PERDÓN, ACCIDENTE!",¡rompí el jarrón perdón fue un accidente,mslg-spa,test
la caja pequeña es de color rojo,CAJA PEQUEÑA SU COLOR ROJO,spa-mslg,train
TROMBÓN SONIDO GRAVE TENER,el trombón tiene un sonido muy grave,mslg-spa,train
CINTURÓN-DE-SEGURIDAD MI AUTO NO-HAY,mi auto no tiene cinturón de seguridad,mslg-spa,train
el polícia cedió el paso a la ambulancia,POLICÍA AMBULANCIA PASO ÉL CEDER,spa-mslg,train
el bloqueador me proteje del sol,BLOQUEAR PROTEGER SOL,spa-mslg,train
ESE LIBRO YO GUSTAR,ese libro me gusta,mslg-spa,train
LUGAR FABRICA SABRITAS HAY TRABAJO PARA PERSONAS,en la fábrica de sabritas buscan personal para trabajar,mslg-spa,train
tengo un partido en el deportivo galeana,SPANISH TO MSLG: TENER PARTICIPAR DEPORTIVO-GALEANA,spa-mslg,train
AYER CONSTANCIA DAR ELLOS MÍ SECUNDARIA,ayer me dieron la constancia de la secundaria,mslg-spa,train
AYER SUÉTER YO COMPRAR,ayer compré un suéter,mslg-spa,train
SABOLN TENER SONIDO GRAVE!,el saxofón tiene un sonido muy grave,mslg-spa,train
SEMANA PASADA CINTA CANELA YO COMPRAR CENTRO,la semana pasada compré cinta canela en el centro,mslg-spa,train
SPANISH TO MSLG: EDGAR MAESTRO,edgar será maestra,mslg-spa,train
algunas personas serán analfabetas,ALGUNAS PERSONAS ANALFABETO,spa-mslg,train
TU INE PERMISO MOSTRAR PASAR DEBER TÚ PARA,debes mostrar tu ine para poder pasar,mslg-spa,val
a mí no me disgusta esas ametralladoras,YO M NO-GUSTAR AMETRALLADORA YO NO-GRUSTAR,spa-mslg,train
el rumor sobre el director no era cierto,DECIR CHISME DIRECTOR ESO NO CIERTO,spa-mslg,val
YO MSLG COMPRAR SUPERMERCADO YA,yo compro carne en el supermercado,mslg-spa,train
ESE HOMBRE LOCO PARECER,ese hombre parece loco,mslg-spa,val
él desea conquistar a una mujer aunque tienen pavor de que lo abandonen,SPANISH TO MSLG: HABER CONQUISTAR ELLA MUJER PERO MIEDO ELL A ABANDONAR,spa-mslg,test
las vacunas te protegen de las depresiones,VACUNAS PROTEGER ENFERMEDAD,spa-mslg,train
CHIMENEA TÚ ENCENDERFUEGO,enciende la chimenea,mslg-spa,train
la semana pasadaen fui a plaza universidad,SIEMANA PASADA YO IR PLAZA UNIVERSIDAD,spa-mslg,train
voy al banco a retirar dinero,YO IR BANCO DINERO RETIRAR,spa-mslg,test
yo sé leer en idioma inglés,YO YA SABER LEER INGLÉS IDIOMA,spa-mslg,train
me gustan las galletas gamesa,YO GUSTAR GALLETA DIFERENTE GAMESA,spa-mslg,train
MI CRONÓMETRO YA PERDER,mi cronómetro se perdió,mslg-spa,train
A-VECES YO NO SIEMPRE IR CASA,no siempre voy a casa sólo a veces,mslg-spa,train
DIARIO MI VECINO IR ALCOHÓLICOS-ANÓNIMOS,mi vecino va diario a alcohólicos anónimos,mslg-spa,train
ESCUELA CONSTRUCCIÓN YA AVANZADA,la construcción de la escuela ya está avanzada,mslg-spa,train
mi familia siempre dona a teletón,SIEMPRE MI FAMILIA TELETÓN DONAR DONAR,spa-mslg,train
PASADO-SÁBADO CARRETERA HABER ACCIDENTE GRAVE,el sábado pasado hubo un grave accidente en la carretera,mslg-spa,train
AYER MI ÉL MÍ PASTEL HERMANO DAR,mi hermano no me dio pastel ayer,mslg-spa,train
YO CLAVADO HÁBIL YO,soy muy bueno para los clavados,mslg-spa,test
FÁCIL APRENDER LETRA ABECEDARIO,el fácil aprender las letras del abecedario,mslg-spa,train
edgar es maestro,SPANISH TO MSLG: EDGAR MAESTRO,spa-mslg,val
DOMINGO IGLESIA YO IR CONFESAR YO,el domingo me iré a confesar a la iglesia,mslg-spa,train
ayer mi mamá preparó atole,AYER MAMÁ PREPARAR ATOLE,spa-mslg,val
no hay dulces en el recipiente,FRASCO DULCES NO-HAY,spa-mslg,train
GOBIERNO CUIDAR PERSONA,el gobierno cuida a los ciudadanos,mslg-spa,train
el año pasado terminé la universidad,AÑO-PASADO UNIVERSIDAD YO TERMINAR,spa-mslg,train
MI HERMANO BICICLETA ÉL CAER,mi hermano se cayó de la bicicleta,mslg-spa,train
MESA NUEVA YO QUERER,quiero una mesa nueva,mslg-spa,val
MI TARJETA-DE-CRÉDITO PAGAR YO,yo pago con mi tarjeta de crédito,mslg-spa,val
CHIMENEA TÚ ENCENDERFUEGO,enciende la chimenea,mslg-spa,train
ÉL MI EX NOVIO,él es mi ex novio,mslg-spa,test
CADA NIÑO ESCUELA TENER COMPUTADORA PARA TRABAJAR,en la escuela cada niño tiene una computadora para trabajar,mslg-spa,train
TOMÁS APÓSTOL JESÚS,tomás el apóstol de jess,mslg-spa,train
él fue arrestado qué feo,YA ÉL ARRESTADO ESO FEO VERDAD,spa-mslg,train
JUGUETE MI AHIJADO YO REGALAR ÉL YA,el regalé un juguete a mi ahijado,mslg-spa,train
CARRETILLA-DE-CARGA COSTALES LLEVAR,lleva los costales en la carretilla,mslg-spa,train
DOMINGO YO YO IR CONFIRMACIÓN,el domingo me iré a una confirmación en la spanio,mslg-spa,val
la próxima conferencia será en monterrey,PRXIMO CONFERENCIA LUGAR MONTERREY,spa-mslg,train
¿ cómo haces la seña de apóstoles ?,¿CÓMO SEÑA APÓSTOLES?,spa-mslg,train
YO IR BAÑO,voy al baño,mslg-spa,train
la semana pasada compré cinta canela en el centro,SEMANA PASADA CINTA CANELA YO COMPRAR CENTRO,spa-mslg,train
YO IR TIENDA COMPRAR JABÓN YA,fui a comprar jabón a la tienda,mslg-spa,train
MARATN MI GANAR MEDALLA PRIMO ORO YA,mi primo ganó medallas de oro en el maratón,mslg-spa,train
CARNE YO COMPRAR SUPERMERCADO,yo compro carne en el supermercado,mslg-spa,train
NOSOTROS IR JUGAR AFUERA,vamos a jugar afuera,mslg-spa,train
en la iglesia decimos amén,IGLESIA NOSOTROS-DE-DOS DECIR AMÉN,spa-mslg,val
ESTONIA FRONTERA RUSIA,estonia tiene una frontera con rusia,mslg-spa,train
ESA PIEDRA BONITA BRILLO MUCHO,esa piedra está muy bonita brilla mucho,mslg-spa,train
ahora tú limpia tu recámara,AHORA TÚ RECÁMARA TÚ LIMPIAR,spa-mslg,train
con mucho polvo4 yo estornudo bastante,POLVO YO MUCHO ESTORNUDAR,spa-mslg,train
OJALÁ TÚ ÉXITO,ojalá tengas éxito,mslg-spa,train
entrega un tramite en la ventanillas de gobierno quedeben poner un sello,VENTANA FILA GOBIERNO TRÁMITE ENTREGAR PAPEL DEBER PONER-SELLO,spa-mslg,train
PRÓXIMO AÑO YO IR UNIVERSIDAD ESTUDIAR LUGAR SAN DIEGO,quiero ir a estudiar el próximo año la universidad en san diego,mslg-spa,train
MI PRIMO ORIZABA VIVIR,mi primo vive en orizaba,mslg-spa,train
LLANTA COCHE TÚ DEBER CAMBIAR,debes cambiar la llanta del coche,mslg-spa,train
mi famila siempre dona a teletón,SIEMPRE MI FAMILIA TELETÓN DONAR DONAR,spa-mslg,train
MADRUGADA EXPLOSIÓN YO ESCUCHAR,en la madrugada escuché una explosión,mslg-spa,train
la construcción de la escuela ya está avanzada,LUGAR ESCUELA CONSTRUCCIN YA AVANZADA,spa-mslg,train
SPANISH TO YA DEBER T T Y A MSLG: RESPONSABLE ADULTO,tú ya debes ser responsable ya eres un adulto,mslg-spa,train
CHAPULTEPEC YO YA VER ALGUNO DELFÍN,en chapultepec vi algunos delfines,mslg-spa,val
en diciembre del año pasado mi jefe viajó a bogotá,AO-PASADO DICIEMBRE BOGOT M JEFE VIAJAR,spa-mslg,train
SIEMPRE MUCHO DISTRADO,él siempre está muy distraído,mslg-spa,val
SPANISH TO MSLG: T Y DEBER RESPONSABLE T YA ADULTO,tú ya debes ser responsable ya eres un adulto,mslg-spa,train
él siempre está muy distraído,SIEMPRE ÉL DISTRAÍDO,spa-mslg,train
MI JEFE ÉL PAGAR MÍ SUELDO MITAD,mi jefe me pagó la mitad del sueldo,mslg-spa,train
la noche está muy oscura,NOCHE OSCURA,spa-mslg,train
juana sabe lsm,JUANA LSM ELLA SABER,spa-mslg,val
me duele la espalada porque anoche cargué un mobiliario,YO DOLOR ESPALDA PORQUE AYER MUEBLE YO CARGAR,spa-mslg,train
no hay dulces en el frasco,FRASCO DULCES NO-HAY,spa-mslg,train
cristóbal colón descubrió deamérica hace años,HACE-PASADO CRISTÓBAL-COLÓN DESCUBRIR AMÉRICA,spa-mslg,train
mi hermana y su amigo simpre están juntos ahora ella imita su interacción,SIEMPRE MI HERMANO+MUJER SU AMIGO AMBOS AHORA JUNTOS IMITAR SU CARÁCTER,spa-mslg,train
debes sacar una copia,SACAR-COPIA TÚ DEBER,spa-mslg,train
pablo es flojo,PABLO FLOJO,spa-mslg,train
COSAS DIFERENTE COMPRAR TIENDA BOLSA-DE-PLÁSTICO METER,mete en la bolsa las cosas que compraste en la tienda,mslg-spa,train
mañana me iré en combi a mi casa,MAÑANA COMBI YO IR A MI CASA,spa-mslg,train
CAJA PEQUEÑA SU COLOR ROJO,la caja pequeña es de color rojo,mslg-spa,train
la semana pasada ped un aventón a la caseta,SEMANA PASADA YO PEDIR AVENTÓN LUGAR CASETA,spa-mslg,train
el amigo de juana es árabe,JUANA SU AMIGO ÁRABE,spa-mslg,train
mi hermana no nació en texas,MI HERMANO+MUJER NO NACER TEXAS,spa-mslg,test
ayer mi primo conquistó a mi amiga en el cine,AYER CINE MI PRIMO YA ÉL CONQUISTAR ELLA MI AMIGO+MUJER,spa-mslg,train
tú estás embarazada luego vas a amamantar,"TÚ EMBARAZO, YA LUEGO TÚ AMAMANTAR",spa-mslg,train
JEHOVÁ YO ADORAR,adoro a jehová,mslg-spa,train
ese vestido es feo no me gusta,ESE VESTIDO FEO YO NO-GUSTAR,spa-mslg,val
TÚ MALO NO DEBER,no debes ser malo,mslg-spa,train
no hay nadie en mi casa los domingos,DOMINGOS DOMINGOS MI CASA NO-HAY-NADIE,spa-mslg,test
DOS-DE-NOSOTROS NOS-VEMOS MAÑANA NOCHE,nos vemos mañana en la noche,mslg-spa,val
SPANISH TO MSLG: YO TENER TRABAJO YA CONTENTO,ya tengo trabajo estoy contento,mslg-spa,train
NUEVO CD PERDER YO YA,perdí mi nuevo cd,mslg-spa,train
me pasé un semáforo ahora tengo que pagar una multa,SEMÁFORO LUZ ROJA YO PASAR AHORA MULTA YO DEBER PAGAR,spa-mslg,train
la credencial del ine tiene mi huella,CREDENCIAL VOTAR HABER MI HUELLA,spa-mslg,train
anoche entregué el enganche de mi auto,AYER MI AUTOMÓVIL YO ENTREGAR-ENGANCHE,spa-mslg,train
TODO AFORTUNADO,tú eres muy afortunado en todo,mslg-spa,train
SEMANA PASADA CINTA CANELA YO YA COMPRAR CENTRO,la semana pasada compré cinta canela en un centro,mslg-spa,val
MADRUGADA EXPLOSIÓN YO ESCUCHAR,en la madrugada escuché una explosión,mslg-spa,train
me encanta el color gris,COLOR GRIS YO GUSTAR,spa-mslg,train
SEMANA PASADA YO PEDIR AVENTÓN LUGAR CASETA,la semana pasada ped un aventón a la caseta,mslg-spa,train
CONGRESO NUEVA YA LEY APROBAR,el congreso aprobó la nueva ley,mslg-spa,test
el jueves pasado hubo un grave accidente en la carretera,PASADO-SÁBADO CARRETERA HABER ACCIDENTE GRAVE,spa-mslg,train
MALTRATO ANIMAL CRIMEN,el maltrato animal es un crimen,mslg-spa,train
MAÑANA LIVERPOOL HABER DESCUENTO BOLSA-MANO,mañana habrá descuentos en bolsas de mano en liverpool,mslg-spa,val
mañana habrá descuentos en bolsas de mano en liverpool,MAÑANA LIVERPOOL HABER DESCUENTO BOLSA-MANO,spa-mslg,val
el maltrato animal es un crimen,MALTRATO ANIMAL CRIMEN,spa-mslg,train
YO ESTUDIAR HASTA SECUNDARIA DESPUES TRABAJAR YO DESEAR,voy a estudiar hasta secundaria y después quiero trabajar,mslg-spa,train
me pasé un semáforo ahora tengo que pagar una multa,SEMÁFORO LUZ ROJA YO PASAR AHORA MULTA YO DEBER PAGAR,spa-mslg,train
mi perro es sumiso no molesta,MI PERRO SUMISO MOLESTAR,spa-mslg,train
CARRERA MEDICINA CONCENTRACIÓN A-FUERZA,la medicina es una carrera que exige concentración,mslg-spa,test
LLOVER TARDE PARECE,al parecer va a llover en la tarde,mslg-spa,train
yo pago con mi tarjeta de crédito,MI TARJETA-DE-CRÉDITO YO PAGAR,spa-mslg,val
ya suspendieron mi numero de teléfono,MI NÚMERO TELÉFONO SUSPENDER YA,spa-mslg,train
SEMANA PASADA CINTA CANELA YO YA COMPRAR CENTRO,la semana pasada compré cinta canela en un centro,mslg-spa,val
¿TÚ DECIR ESO SEGURO?,¿ estás seguro de lo que dices ?,mslg-spa,train
en la tv vi una noticia feísima que pasó en santiago de chile,#TV NOTICIA FEA LUGAR SANTIAGO-DE-CHILE,spa-mslg,train
voy al banco a retirar dinero,YO IR BANCO DINERO RETIRAR,spa-mslg,test
la semana pasada pedí el aventón a la caseta,SEMANA PASADA YO PEDIR AVENTN LUGAR CASETA,spa-mslg,train
BOSNIA-HERZEGOVINA ESE PAÍS LEJOS,bosnia y herzegovina es un país muy lejano,mslg-spa,train
BANDERA CAER MIENTRAS CEREMONIA,la bandera se cayó durante la ceremonia,mslg-spa,train
ESE LIBRO YO GUSTAR,ese libro me gusta,mslg-spa,train
ALBERCA YO NADAR,yo nado en la alberca,mslg-spa,train
vivir en estados unidos es difícil,ESTADOS UNIDOS DIFÍCIL VIVIR,spa-mslg,train
#TV NOTICIA FEA LUGAR SANTIAGO-DE-CHILE,en la tv vi una noticia fea que pasó en santiago de chile,mslg-spa,train
ELLOS PERSONA ENFERMO TU ENFRENTARSE TÚ CONTAGIAR PODER,no te juntes con personas enfermas te pueden contagiar,mslg-spa,train
CARRETILLA-DE-CARGA COSTALES LLEVAR,lleva los costales en la carretilla,mslg-spa,train
AYER NOCHE METRO CAOS,anoche el metro era un caos,mslg-spa,val
YO OLVIDAR CONTRASEÑA,olvidé mi contraseña,mslg-spa,train
mañana habrá descuentos en bolsas de mano en liverpool,MAÑANA LIVERPOOL HABER DESCUENTO BOLSA-MANO,spa-mslg,val
PRÓXIMO AÑO VIAJAR LAGO-DE-PÁTZCUARO NOSOTROS LUGAR,nosotros viajaremos el próximo año al lago de pátzcuaro,mslg-spa,test
SIEMPRE BEBÉ EXPRESAR EXPRESAR,el bebé siempre es muy expresivo,mslg-spa,train
AYER YA PASEAR SENTIR BIEN,ayer fui a pasear y me senti muy bien,mslg-spa,val
PRÓXIMO VACACIONES YO VIAJAR CIUDAD-OBREGÓN,las próximas vacaciones iré de viaje a ciudad obregón,mslg-spa,train
le regalé un cinturón a mi papá,MI PAPÁ CINTURÓN YO REGALAR ÉL,spa-mslg,train
SIEMPRE MI FAMILIA TELETÓN DONAR DONAR,mi familia siempre dona a teletón,mslg-spa,train
TOMG DUO DUEO DUEO ESA FBRICA ACUSADO ENRIQUECIMIENTO-ILCITO,el dueño de esa fábrica fue acusado de enriquecimiento ilícito,mslg-spa,train
SIEMPRE HIJO MI VECINO MUCHO DESOBEDECER,el hijo de mi vecino siempre es muy desobediente,mslg-spa,train
MI PRIMO UNIVERSIDAD YA INGRESAR,mi primo ingresó a la universidad,mslg-spa,train
saquen su libro de matemáticas,SU LIBRO MATEMÁTICAS USTEDES SACAR,spa-mslg,val
¿DÓNDE TUYO CÓMPLICE DÓNDE?,¿ dónde está tu cómplice ?,mslg-spa,train
¿ quién fue el presidente de méxico ? carlos salinas de gortari,QUIÉN PRESIDENTE MÉXICO? CARLOS-SALINAS-DE-GORTARI,spa-mslg,test
PRÓXIMO VACACIONES YO VIAJAR CIUDAD-OBREGÓN,las próximas vacaciones iré de viaje a ciudad obregón,mslg-spa,train
MI SOBRINO ALTO,mi sobrino es muy alto,mslg-spa,train
un bebé siempre es muy expresivo,SIEMPRE BEBÉ EXPRESAR EXPRESAR,spa-mslg,train
YO TENER-CULPA,yo no tengo la culpa,mslg-spa,test
HOMBRE EGIPCIO NO RESPONDER,el egipcio no respondió,mslg-spa,train
SPANISH TO MSLG: CHARLES-MICHEL DE L’ÉPÉE ES “PADRE DE LOS SORDOS”,charles-michel de l’épée es el “padre de los sordos”,mslg-spa,train
HUNGRÍA ESE PAÍS LEJOS,hungría es un país que está muy lejos,mslg-spa,test
SU HIJO ÉL ABANDONAR,él abandonó a su hijo,mslg-spa,train
¿ tú ya conoces argentina ?,T YA CONOCER ARGENTINA?,spa-mslg,val
Y-ESO?,¿ y eso ?,mslg-spa,train
el vecino me pidió mover mi carro,VECINO ÉL PEDIR MI CARRO MOVER,spa-mslg,train
yo no fui quien descompuso la computadora,YO NO-FUI COMPUTADORA NO-SIRVE,spa-mslg,train
el senador explica por qué la gasolina está cara,SENADOR GASOLINA AUMENTAR PORQUÉ ÉL EXPLICAR,spa-mslg,val
12% SUELDO YA AUMENTAR,aumentó el sueldo en un 12%,mslg-spa,test
YO YA SABER LEER INGLÉS IDIOMA,yo sé leer en idioma inglés,mslg-spa,train
WINDSURF NECESITAR VIENTO MAR,el windsurf necesita del aire para deslizarse,mslg-spa,val
AYER SUÉTER YO YA COMPRAR,ayer compré un suéter,mslg-spa,train
tu sobrino está atrás de mi esposo,TUYO SOBRINO ATRÁS MI ESPOSO,spa-mslg,test
la india es el séptimo país más grande del mundo,INDIA SÉPTIMO PAÍS MÁS GRANDE MUNDO,spa-mslg,train
las vacunas te protegen de las enfermedades,VACUNAS PROTEGER ENFERMEDAD,spa-mslg,train
DOMINGO IGLESIA YO IR CONFESAR YO,el domingo me iré a confesarles a la iglesia,mslg-spa,test
compra pan bolillo,PAN BOLILLO TÚ COMPRAR,spa-mslg,train
MI COMPAÑERO DENTRO TRABAJO INSISTIR DESEAR DESEAR FIESTA,mi compañero de trabajo insiste en hacer una fiesta,mslg-spa,train
mi amiga y su novio van estos sábados al casino,TODOS-SÁBADOS MI AMIGO+MUJER SUYO NOVIO CASINO IR,spa-mslg,test
él ya abusó mucho de mí,YA MUCHO ÉL ABUSAR YO,spa-mslg,train
YO M ABUELO+MUJER 90 AOS,mi abuela tiene 90 años,mslg-spa,val
JOVEN HOMBRE ELLA CORTEJA NOVIO+MUJER SU,el muchacho corteja a su novia,mslg-spa,train
YO M ABUELO+MUJER 90 AOS,mi abuela tiene 90 años,mslg-spa,val
el egipcio no respondió,HOMBRE EGIPCIO NO RESPONDER,spa-mslg,train
en la playa hallé muchos cocos,PLAYA MUCHOS COCOS YO ENCONTRAR YA,spa-mslg,train
YO M GUSTAR ARAA NO,a mí no me gustan las arañas,mslg-spa,train
mi amiguita y su novio van los sábados al casino,TODOS-SÁBADOS MI AMIGO+MUJER SUYO NOVIO CASINO IR,spa-mslg,train
eso es muy bonito sí me gusta,ESO BONITO SÍ YO GUSTAR,spa-mslg,val
ESO BONITO SÍ YO GUSTAR,eso es muy bonito sí me gusta,mslg-spa,val
el trombón tiene un sonido muy grave,TROMBÓN SONIDO GRAVE TENER,spa-mslg,train
no te enojes por favor,TÚ ENOJAR NO POR-FAVOR,spa-mslg,val
ayer entregué el enganche de mi auto,YO YA ENTREGAR ENGANCHE MI AUTO,spa-mslg,train
TOMÁS APÓSTOL JESÚS,tomás el apóstol de jess,mslg-spa,train
debes esforzarte mucho para alcanzar tu meta,MUCHO ESFUERZO TÚ DEBER META TÚ ALCANZAR,spa-mslg,train
LEGISLADOR YA PROPONER NUEVA LEY LSM,el legislador propuso una nueva ley de lsm,mslg-spa,train
ayer entregué el enganche de mi auto,AYER MI AUTOMÓVIL YO ENTREGAR-ENGANCHE,spa-mslg,train
la contrucción de la escuela ya esté avanzada,ESCUELA CONSTRUCCIÓN YA AVANZADA,spa-mslg,train
en cancún hay un crucero,CANCÚN HABER CRUCERO,spa-mslg,train
DECIR CHISME DIRECTOR ESO NO CIERTO,el rumor sobre el director no era cierto,mslg-spa,val
LUGAR ESCUELA CONSTRUCCIN YA AVANZADA,la construccción de la escuela ya está avanzada,mslg-spa,val
DOMINGO IGLESIA YO IR CONFESAR YO,el domingo me iré a confesar a la iglesia,mslg-spa,train
DOMINGO YO CONFIRMACIÓN YO IR,iré a una confirmación el domingo,mslg-spa,train
DICIEMBRE MUCHAS PERSONAS ESQUIAR IR,en diciembre muchas personas van a esquiar,mslg-spa,train
MI PRIMO UNIVERSIDAD YA INGRESAR,mi primo ingresó a la universidad,mslg-spa,train
ESTE JUGUETE BARATO,el juguete está barato,mslg-spa,train
ayer fui a pasear y me senti muy bien,AYER YA PASEAR SENTIR BIEN,spa-mslg,val
HOMBRE DUEÑO DENTRO ESA FÁBRICA ANTES ÉL ACUSAR ENRIQUECIMIENTO-ILÍCITO,el dueño de esa fábrica fue acusado de enriquecimiento ilícito,mslg-spa,train
alondra le prometió a su mamá ser médico,ALONDRA YA PROMETER SU MAMÁ FUTURO MÉDICO,spa-mslg,train
este juguete está barato,ESTE JUGUETE BARATO,spa-mslg,train
SABOLN TENER SONIDO GRAVE!,el saxofón tiene un sonido muy grave,mslg-spa,train
ESA PERSONA COLMILLO TÚ CUIDAR,esa persona es astuta ten cuidado,mslg-spa,train
yo nesecito pápel para absorver el agua,YO NECESITAR PAPEL PARA AGUA ABSORBER,spa-mslg,train
IGLESIA NOSOTROS-DE-DOS DECIR AMÉN,en la iglesia decimos amén,mslg-spa,val
YO CONOCER ÉL BIEN YA YO VER ÉL CONSTA,yo lo conozco bien me consta,mslg-spa,val
AO-PASADO DICIEMBRE BOGOT M JEFE VIAJAR,en diciembre del año pasado mi jefe viajó a bogotá,mslg-spa,train
pablo es flojo,PABLO FLOJO,spa-mslg,train
PERRO MUCHO SED,el perro tiene mucha sed,mslg-spa,train
SPANISH TO MSLG: EDGAR MAESTRO,edgar será maestra,mslg-spa,train
ese vestido es feo no me gusta,SPANISH TO MSLG: ESE VESTIDO FEO YO NO-GUSTAR,spa-mslg,train
el ao pasado terminé la universidad,AÑO-PASADO UNIVERSIDAD YO TERMINAR,spa-mslg,test
ODONTOLOGÍA YO PENSAR ESTUDIAR,pienso estudiar odontología,mslg-spa,val
INDIA SÉPTIMO GRANDE PAÍS MUNDO MÁS,la india es el séptimo país más grande del mundo,mslg-spa,train
YO YA SABER LEER INGLÉS IDIOMA,yo sé leer en idioma inglés,mslg-spa,train
HOY NUEVO SACERDOTE YO YA CONOCER ÉL,hoy conocí al nuevo sacerdote,mslg-spa,train
MI AMIGO ARGENTINA ANTROPOLOGÍA ELLOS ESTUDIAR YA,mis amigos argentinos estudiaron antropología,mslg-spa,train
ANA SUYO PERRO ABANDONAR YA,ana abandonó a su perro,mslg-spa,train
me pasé un semáforos ahora tengo que pagar una multas,SEMÁFORO LUZ ROJA YO PASAR AHORA MULTA YO DEBER PAGAR,spa-mslg,train
el bloqueador me protege del sol,BLOQUEAR PROTEGER SOL,spa-mslg,train
AYER MI TIO SAN FRANCISCO YA LLEGAR,ayer llegó mi tío de san francisco,mslg-spa,train
YO VIAJE FRANCIA YO EMOCIONAR YA,mi viaje a francia me emocionó,mslg-spa,train
MI AMIGO JULIO TENER ACTA-DEMANDA,mi amigo julio tiene un acta de demanda,mslg-spa,train
mi abuela tiene 90 años,YO M ABUELO+MUJER 90 AOS,spa-mslg,val
GUERRERO ESTADO BONITO,guerrero es un estado bonito,mslg-spa,train
SEMANA PASADA CINTA CENTRO YO CANELA COMPRAR,la semana pasada compré cinta canela,mslg-spa,train
YO YA COMPRAR NUEVA ALMOHADA PARA CAMA,compré una almohada nueva para la cama,mslg-spa,train
debes pagarme a fuerza,A-FUERZA TÚ DEBER TÚ PAGAR MÍ,spa-mslg,test
JEHOVÁ YO ADORAR,adoro a jehová,mslg-spa,train
hay muchos hombres mujeriegos,HOMBRE MUJERIEGO MUCHO,spa-mslg,train
¿DÓNDE BALÓN DÓNDE?,¿ dónde hay un balón ?,mslg-spa,train
yo limpié la azotea de la casa,CASA AZOTEAARRIBA YO LIMPIAR YA,spa-mslg,test
SEMANA PASADA YO PEDIR AVENTN LUGAR CASETA,la semana pasada pedí un aventón a la caseta,mslg-spa,train
SIEMANA PASADA YO IR PLAZA UNIVERSIDAD,la semana pasadaen fui a plaza universidad,mslg-spa,train
él compró esa televisión de contado,ÉL YA COMPRAR #TV CONTADO,spa-mslg,train
ESE ELEFANTE OREJÓN CHISTOSO,ese elefante orejón es muy chistoso,mslg-spa,train
ANTIER PALACIO-DE-LOS-DEPORTES MAGNETO AUDITORIO IR CANTAR YO,antier fui a un concierto de magneto en el palacio de los deportes,mslg-spa,train
YO GUSTAR GALLETA DIFERENTE GAMESA,me gustan las galletas gamesa,mslg-spa,train
SPANISH TO MSLG: ESO BONITO S YO GUSTAR,eso es muy bonito sí me gusta,mslg-spa,train
el jabon hace burbujas,JABÓN BURBUJAS,spa-mslg,train
ANTES MIGUEL NOVIO,miguel fue mi novio,mslg-spa,train
la construcción de la escuela ya está avanzada,ESCUELA CONSTRUCCIÓN YA AVANZADA,spa-mslg,train
VECINO ÉL PEDIR MOVER MI CARRO,el vecino me pidió mover mi carro,mslg-spa,train
"DIARIO ALABANZA DIOS, NOSOTROS HACER",todos los días hacemos alabanzas a dios,mslg-spa,train
yo compré una coca cola ayer,AYER COCA-COLA YO COMPRAR,spa-mslg,train
